,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
3581,0.51,Ideal,D,SI1,60.6,57.0,5.15,5.18,3.13,1537.5296134512905
3582,0.9,Very Good,H,VS2,62.3,59.0,6.13,6.17,3.83,3868.58643269973
3583,0.32,Premium,H,VS1,62.4,58.0,4.4,4.35,2.73,612.8023734761903
3584,0.4,Ideal,I,VVS2,62.2,55.0,4.72,4.76,2.95,956.8972183873566
3585,0.26,Very Good,H,VVS2,62.5,56.0,4.07,4.09,2.55,466.629116513413
3586,0.3,Very Good,I,SI1,61.9,61.0,4.27,4.29,2.65,377.14014217153897
3587,0.52,Ideal,G,VVS2,61.7,55.0,5.21,5.23,3.22,1940.1009492400644
3588,0.9,Very Good,I,SI1,62.3,56.0,6.12,6.18,3.83,2946.2171756580333
3589,0.36,Ideal,F,IF,62.2,55.0,4.62,4.57,2.86,1230.5571185382046
3590,0.31,Good,G,VVS2,63.8,56.0,4.28,4.24,2.72,683.6290997272258
3591,1.72,Ideal,G,VS2,62.8,57.0,7.65,7.58,4.78,15172.728307081763
3592,1.01,Ideal,E,VS2,62.1,56.0,6.41,6.45,3.99,6114.604515097681
3593,0.71,Premium,F,SI1,63.0,59.0,5.69,5.62,3.56,2547.4180129456213
3594,0.44,Ideal,F,VVS2,60.9,55.0,4.92,4.96,3.01,1510.0085927755347
3595,0.34,Premium,H,VVS1,61.1,59.0,4.52,4.48,2.75,840.608596240617
3596,0.58,Ideal,H,SI1,61.9,59.0,5.33,5.36,3.31,1522.6538107144831
3597,0.26,Ideal,H,SI1,62.2,54.0,4.1,4.13,2.56,342.1275769735747
3598,1.5,Premium,H,SI2,62.3,59.0,7.27,7.21,4.52,7581.152529968615
3599,1.24,Premium,H,SI2,61.2,57.0,7.02,6.87,4.25,5333.5846678941325
3600,0.41,Ideal,F,VVS2,61.4,56.0,4.76,4.81,2.94,1322.1135192768793
3601,0.61,Premium,I,VS2,61.8,56.0,5.44,5.41,3.35,1677.6023060860364
3602,0.36,Ideal,G,VVS1,62.1,56.0,4.58,4.6,2.85,1051.4012990758395
3603,0.3,Ideal,E,VVS1,61.6,56.0,4.31,4.32,2.66,830.1891200380742
3604,0.71,Very Good,E,SI1,62.0,59.0,5.69,5.76,3.55,2597.442601337047
3605,0.31,Very Good,F,VS2,63.5,55.0,4.32,4.31,2.74,619.3187705988751
3606,0.72,Ideal,F,VVS1,61.7,56.0,5.73,5.77,3.55,4095.3025217920126
3607,1.06,Very Good,H,VS2,62.4,56.0,6.49,6.56,4.07,5276.781938992437
3608,0.3,Ideal,G,IF,62.3,56.0,4.31,4.32,2.69,819.8708463839528
3609,1.11,Premium,I,VS2,60.4,58.0,6.79,6.73,4.08,5235.851523333758
3610,0.43,Ideal,G,SI1,62.0,55.0,4.84,4.87,3.01,954.2720075295475
3611,0.9,Good,E,SI1,63.8,56.0,6.09,6.17,3.91,3899.561698727833
3612,0.8,Ideal,G,SI1,60.8,57.0,6.02,6.05,3.67,3064.483763589389
3613,1.0,Ideal,D,SI1,59.9,56.0,6.51,6.54,3.91,5497.344043754109
3614,0.5,Ideal,F,SI1,61.3,56.0,5.13,5.09,3.13,1350.6559102336657
3615,0.7,Very Good,G,VS2,58.7,53.0,5.83,5.86,3.43,2649.0303641865944
3616,0.91,Very Good,F,SI2,63.3,54.0,6.22,6.14,3.91,3387.2555307057655
3617,0.9,Very Good,G,SI2,63.3,59.0,6.12,6.07,3.86,3095.036539019123
3618,0.3,Premium,I,VS1,60.3,58.0,4.34,4.32,2.61,477.0187356411903
3619,0.26,Premium,F,VS1,59.5,58.0,4.18,4.22,2.5,482.93436088651293
3620,1.24,Very Good,J,SI1,61.6,60.0,6.89,6.95,4.26,4732.3510821514565
3621,0.28,Ideal,D,VS2,62.4,57.0,4.2,4.16,2.61,586.3430783301225
3622,0.43,Ideal,G,IF,62.4,54.0,4.84,4.87,3.03,1601.1179603413616
3623,1.07,Premium,G,SI2,62.9,59.0,6.58,6.51,4.12,4389.877165200203
3624,0.5,Ideal,H,VVS2,61.6,57.0,5.08,5.14,3.15,1638.8725907037672
3625,0.42,Premium,D,VS2,61.3,58.0,4.8,4.83,2.95,1211.7058990494943
3626,1.09,Premium,H,SI1,61.6,57.0,6.63,6.59,4.07,4903.75887552131
3627,1.03,Ideal,H,SI2,61.6,54.0,6.51,6.55,4.02,3815.550686126628
3628,1.15,Ideal,G,VS2,61.6,55.0,6.74,6.76,4.16,7061.245860267638
3629,0.4,Very Good,H,VS2,62.1,56.0,4.72,4.75,2.94,846.8564764252114
3630,1.26,Premium,I,SI2,60.1,59.0,7.0,6.91,4.18,4842.993459599099
3631,0.41,Ideal,D,VS2,62.2,57.0,4.76,4.72,2.95,1190.1085902127957
3632,0.52,Ideal,H,VS1,61.0,56.0,5.15,5.23,3.17,1542.8814306187815
3633,0.52,Very Good,F,SI1,60.0,58.0,5.21,5.26,3.14,1389.825928981489
3634,0.33,Ideal,E,VVS1,60.2,57.0,4.47,4.5,2.7,986.6030240404107
3635,0.55,Premium,F,VS2,59.0,58.0,5.38,5.33,3.16,1826.0944215303239
3636,1.01,Good,G,SI2,62.8,57.0,6.3,6.34,3.97,3685.5943435642835
3637,0.33,Ideal,G,VVS1,61.9,55.0,4.45,4.5,2.77,893.5165861603477
3638,0.71,Ideal,G,SI1,62.5,57.0,5.67,5.69,3.55,2438.440512754867
3639,0.38,Ideal,E,VS2,61.7,54.3,4.68,4.69,2.89,977.0017039620845
3640,0.33,Very Good,F,VS1,59.1,60.0,4.48,4.52,2.66,736.5696527128875
3641,0.31,Ideal,F,VS2,61.6,55.0,4.36,4.38,2.69,641.9997308507408
3642,0.44,Good,E,SI1,63.2,53.0,4.84,4.87,3.07,1022.292711941654
3643,1.06,Premium,E,SI2,60.5,60.0,6.67,6.61,4.02,4811.316528024248
3644,0.75,Ideal,F,VVS2,61.9,54.0,5.83,5.84,3.61,4111.490388169587
3645,0.71,Very Good,F,SI1,61.1,58.0,5.71,5.77,3.51,2494.9593696365296
3646,0.9,Ideal,H,VS1,60.9,56.0,6.25,6.27,3.81,4353.798060453085
3647,0.73,Very Good,G,VVS2,61.4,58.0,5.83,5.86,3.59,3518.429885220916
3648,1.1,Very Good,J,VS1,60.9,59.0,6.65,6.74,4.08,4700.444567987134
3649,1.04,Ideal,G,VS1,61.2,58.0,6.5,6.53,3.99,6257.6451427669235
3650,0.37,Premium,D,SI1,61.9,59.0,4.62,4.65,2.87,827.2663442644607
3651,1.52,Ideal,F,VS2,62.5,55.0,7.42,7.31,4.6,12845.805000337132
3652,2.05,Premium,I,SI1,61.2,57.0,8.24,8.21,5.03,14573.584611733673
3653,1.01,Good,D,SI2,63.6,57.0,6.35,6.39,4.05,4341.46744455636
3654,1.01,Good,G,VVS2,63.4,55.0,6.34,6.41,4.04,6209.335326119045
3655,0.7,Fair,H,SI1,64.7,58.0,5.59,5.54,3.6,1867.2357376789055
3656,1.63,Ideal,I,SI1,61.3,56.0,7.64,7.56,4.66,9601.550220097684
3657,0.35,Ideal,D,VS1,60.1,57.0,4.58,4.61,2.76,947.5109061799991
3658,0.73,Ideal,G,VVS2,62.1,56.0,5.78,5.81,3.59,3662.281562927453
3659,0.3,Ideal,G,VS1,62.0,54.0,4.35,4.3,2.68,610.3797378406452
3660,0.9,Good,I,VS1,63.3,59.0,6.06,6.1,3.85,3522.7551191326525
3661,1.32,Ideal,G,VS1,62.6,56.0,7.05,7.0,4.4,9859.688564039521
3662,0.7,Fair,G,VS1,65.2,57.0,5.56,5.52,3.61,2547.3641089665834
3663,1.02,Premium,F,SI2,62.7,59.0,6.38,6.45,4.02,4254.517583725522
3664,0.8,Ideal,I,VS2,62.6,54.0,5.93,5.96,3.72,2861.089363343214
3665,1.03,Premium,F,SI2,60.7,60.0,6.47,6.52,3.94,4344.087123084283
3666,0.73,Very Good,D,SI1,63.9,57.0,5.66,5.71,3.63,2891.234958786661
3667,0.55,Ideal,E,SI2,62.0,56.0,5.27,5.31,3.28,1421.9786049284264
3668,0.7,Very Good,E,VS1,61.9,61.0,5.59,5.65,3.48,3138.0909036901667
3669,2.05,Premium,H,SI2,62.5,58.0,8.12,8.08,5.06,13825.249000673146
3670,0.36,Premium,D,SI2,61.2,59.0,4.56,4.59,2.8,662.7433224489916
3671,0.5,Ideal,H,VS1,61.7,59.0,5.07,5.14,3.15,1435.3950468240698
3672,1.51,Good,I,VS2,62.2,59.0,7.19,7.3,4.51,8736.995733687692
3673,0.79,Premium,F,SI1,62.8,55.0,5.94,5.88,3.71,3120.306507876067
3674,0.44,Premium,I,VVS1,61.5,58.0,4.87,4.95,3.02,1199.6977810589726
3675,0.5,Premium,D,SI1,62.3,58.0,5.07,5.04,3.15,1450.6534827151033
3676,0.44,Premium,E,SI1,62.9,58.0,4.88,4.85,3.06,1083.658559230651
3677,0.9,Very Good,D,SI1,62.4,63.0,6.15,6.18,3.85,4296.1755568990375
3678,0.57,Ideal,E,VS2,61.5,57.0,5.35,5.32,3.28,2084.1606874933927
3679,1.14,Very Good,D,IF,59.1,58.0,6.83,6.9,4.06,11358.049748746775
3680,0.51,Very Good,G,VS2,62.4,57.0,5.09,5.11,3.18,1459.7738063971547
3681,0.9,Ideal,F,VS2,62.3,56.0,6.17,6.19,3.85,4726.497596655983
3682,0.71,Very Good,F,SI2,59.5,58.0,5.82,5.87,3.48,2117.284312254353
3683,0.77,Very Good,I,VS2,63.2,58.0,5.79,5.85,3.68,2547.098674875201
3684,2.01,Good,F,SI2,58.1,64.0,8.23,8.19,4.77,14948.7383105998
3685,0.4,Ideal,D,VS2,61.3,56.0,4.74,4.79,2.92,1133.8116291359809
3686,1.5,Very Good,H,IF,63.0,59.0,7.23,7.3,4.58,14701.775897850177
3687,1.15,Ideal,H,VS1,62.7,57.0,6.68,6.64,4.17,6903.935882679561
3688,0.5,Ideal,F,SI2,61.6,57.0,5.14,5.08,3.15,1144.4959386500502
3689,0.72,Ideal,E,SI1,62.3,57.0,5.7,5.76,3.57,2779.041191815531
3690,1.0,Very Good,E,SI1,59.2,59.0,6.49,6.55,3.86,4977.206230468006
3691,2.05,Premium,G,SI2,60.1,59.0,8.2,8.3,4.96,15278.180207452495
3692,0.7,Ideal,G,VS2,60.0,57.0,5.8,5.84,3.49,2763.969158932684
3693,0.32,Very Good,D,VVS1,61.9,54.0,4.42,4.46,2.75,951.460123587592
3694,0.32,Premium,H,VVS1,61.5,59.0,4.37,4.41,2.7,749.4304447778918
3695,0.32,Ideal,E,SI1,61.6,54.0,4.42,4.45,2.73,611.365110316881
3696,0.41,Premium,E,SI2,62.9,58.0,4.77,4.74,2.99,803.9582471687075
3697,0.3,Very Good,G,VS2,63.0,56.0,4.27,4.3,2.7,544.776117595276
3698,0.41,Premium,E,VVS1,60.7,58.0,4.8,4.86,2.93,1447.0579444317455
3699,0.4,Good,E,SI1,63.6,57.0,4.65,4.69,2.97,855.3198059806167
3700,0.8,Ideal,D,SI1,61.7,56.0,5.96,6.0,3.69,3591.68369359385
3701,0.3,Very Good,H,SI1,62.9,58.0,4.24,4.28,2.68,427.77335410440577
3702,2.06,Ideal,G,SI2,62.3,56.0,8.16,8.09,5.06,15689.10203989342
3703,0.51,Very Good,G,VS2,61.2,55.0,5.13,5.16,3.15,1457.9609963377518
3704,0.35,Good,E,VS2,57.8,60.0,4.64,4.67,2.69,764.7513893697286
3705,0.58,Ideal,I,VVS1,62.3,53.0,5.38,5.4,3.36,2070.083748149208
3706,1.01,Very Good,D,VS2,59.8,60.0,6.46,6.51,3.88,6207.135057617053
3707,0.52,Ideal,I,VS2,61.9,58.0,5.14,5.17,3.19,1272.1633648981056
3708,1.02,Premium,D,SI2,62.8,55.0,6.46,6.38,4.03,4704.880190344536
3709,0.33,Premium,I,VS2,61.0,61.0,4.46,4.43,2.71,531.2604110041124
3710,0.8,Ideal,H,SI2,62.4,57.0,5.91,5.83,3.66,2359.1796349650076
3711,0.37,Ideal,D,VS2,61.3,56.0,4.6,4.64,2.83,979.3838460064733
3712,0.32,Premium,E,VVS1,61.8,59.0,4.35,4.39,2.7,911.9823012430021
3713,0.41,Ideal,F,VS2,61.9,56.0,4.76,4.74,2.94,1080.4789268134311
3714,1.33,Ideal,F,VVS2,61.9,55.0,7.02,7.07,4.36,12151.284625361483
3715,1.04,Ideal,I,SI1,63.0,56.0,6.49,6.39,4.06,4055.990341177849
3716,0.71,Premium,E,SI1,62.7,56.0,5.71,5.64,3.56,2652.0810618272358
3717,0.9,Very Good,D,SI1,63.5,57.0,6.15,6.11,3.89,4302.989598378944
3718,1.21,Very Good,F,SI2,61.5,61.0,6.77,6.82,4.18,5781.509223235616
3719,1.2,Ideal,F,VVS1,62.0,56.0,6.76,6.82,4.21,10750.25641778802
3720,1.21,Good,E,VS1,61.7,58.0,6.73,6.78,4.17,8500.762627151391
3721,0.6,Premium,D,SI2,62.0,57.0,5.43,5.35,3.34,1730.0545247147472
3722,1.03,Ideal,G,SI2,61.7,55.0,6.48,6.52,4.01,4174.007246412539
3723,1.21,Very Good,G,VS2,62.3,58.0,6.76,6.8,4.22,7423.811137432475
3724,1.01,Ideal,J,VS2,62.2,54.0,6.41,6.47,4.01,3871.186585514709
3725,0.47,Good,H,VS1,65.1,59.0,4.81,4.87,3.15,1181.570908880623
3726,0.38,Ideal,I,VS1,62.3,55.0,4.63,4.66,2.89,761.851788826761
3727,0.3,Premium,G,VS1,61.8,59.0,4.34,4.37,2.69,595.0070365305573
3728,1.04,Ideal,H,SI1,61.6,55.0,6.51,6.54,4.02,4587.775570549984
3729,0.92,Premium,E,SI2,61.7,59.0,6.27,6.18,3.84,3661.7309413683715
3730,0.31,Good,G,VS2,63.4,59.0,4.29,4.32,2.73,556.7523710985481
3731,0.3,Premium,I,VS1,60.8,59.0,4.32,4.3,2.62,477.5117718973864
3732,1.0,Premium,D,SI1,61.3,61.0,6.52,6.39,3.96,5379.984185543015
3733,0.9,Good,G,VVS1,64.0,55.0,6.05,6.02,3.86,5374.4685602203
3734,1.51,Good,G,VS1,64.0,57.0,7.31,7.2,4.64,11704.44381395444
3735,1.6,Good,E,SI1,63.6,58.0,7.38,7.44,4.71,11598.9196089485
3736,1.2,Premium,I,VS2,62.2,61.0,6.74,6.73,4.19,6000.935297188263
3737,0.36,Premium,D,VS2,61.0,58.0,4.62,4.59,2.81,911.047454484071
3738,2.12,Ideal,D,SI2,62.9,55.0,8.17,8.14,5.13,19372.220059491643
3739,0.7,Fair,F,SI2,64.8,57.0,5.65,5.59,3.64,1853.4695229621018
3740,1.05,Premium,F,VS2,62.3,59.0,6.5,6.46,4.04,6181.853828339424
3741,1.13,Very Good,E,SI2,60.3,58.0,6.78,6.86,4.11,5326.783807802765
3742,0.32,Ideal,G,VS2,61.4,55.0,4.46,4.4,2.72,639.6513874215253
3743,1.23,Ideal,J,VS2,61.7,57.0,6.87,6.8,4.22,5636.954872191108
3744,0.33,Ideal,G,SI2,62.9,55.0,4.46,4.41,2.79,495.73845054004653
3745,1.05,Very Good,G,SI2,63.2,54.0,6.52,6.49,4.11,4157.15971303555
3746,0.32,Premium,G,VS2,60.1,61.0,4.44,4.41,2.66,620.4624828451782
3747,0.3,Ideal,G,IF,62.3,54.0,4.32,4.35,2.7,820.2765914296117
3748,0.57,Ideal,F,SI2,61.0,56.0,5.37,5.32,3.26,1461.0286458979301
3749,1.01,Very Good,E,SI1,63.2,59.0,6.28,6.25,3.96,5028.057356651713
3750,0.5,Ideal,E,VS2,61.4,55.0,5.12,5.14,3.15,1629.328595408533
3751,1.62,Premium,F,VS1,61.3,57.0,7.6,7.55,4.64,15253.777038457098
3752,1.0,Ideal,G,VS1,62.9,57.0,6.36,6.32,3.99,5800.833927600644
3753,0.51,Ideal,G,VVS2,62.6,57.0,5.1,5.12,3.2,1867.6593866755309
3754,1.01,Ideal,G,VS2,61.6,56.0,6.46,6.43,3.97,5520.637627206349
3755,0.25,Very Good,D,VS1,62.1,60.0,4.03,4.05,2.51,488.59697246526775
3756,0.53,Ideal,G,SI2,62.4,56.0,5.18,5.14,3.22,1194.6986157864176
3757,2.02,Good,F,SI2,61.9,61.0,8.06,8.02,4.98,14845.296587195367
3758,0.33,Ideal,E,VS1,61.5,56.0,4.45,4.5,2.75,805.5326756193716
3759,0.6,Good,G,SI1,65.3,56.0,5.21,5.26,3.42,1637.2895641242185
3760,0.4,Premium,F,SI1,62.6,59.0,4.74,4.68,2.95,871.799882304209
3761,0.86,Very Good,H,SI1,59.7,59.0,6.14,6.23,3.69,3066.658556163756
3762,0.56,Ideal,H,VVS1,62.3,55.0,5.26,5.3,3.29,2186.0230746683046
3763,0.52,Ideal,F,SI2,60.9,57.0,5.22,5.2,3.17,1230.0013882432036
3764,0.3,Good,I,SI1,63.3,59.0,4.22,4.25,2.68,363.78004834351026
3765,0.91,Premium,D,VS2,62.7,59.0,6.16,6.13,3.85,5179.677131269039
3766,1.02,Premium,G,VS2,62.1,59.0,6.47,6.41,4.0,5491.836993511017
3767,1.2,Fair,F,SI2,63.4,60.0,6.56,6.65,4.19,5053.968804412624
3768,0.39,Ideal,G,VVS2,62.1,56.0,4.67,4.7,2.91,1130.5867806619033
3769,1.0,Very Good,G,VS2,63.0,59.0,6.36,6.4,4.02,5178.622992802528
3770,0.32,Ideal,G,VVS1,61.8,56.0,4.39,4.41,2.72,842.9043164402896
3771,0.53,Premium,D,SI2,59.3,61.0,5.29,5.26,3.13,1366.0526383400324
3772,1.5,Premium,H,VS2,62.4,59.0,7.29,7.32,4.56,10398.969486503405
3773,0.38,Premium,F,SI1,62.0,58.0,4.6,4.63,2.86,787.8784046861346
3774,0.56,Ideal,E,SI1,61.7,56.0,5.33,5.3,3.28,1740.1490777036101
3775,1.13,Ideal,H,SI1,62.3,56.0,6.69,6.66,4.16,5372.816140378647
3776,1.21,Premium,H,VS2,60.5,60.0,6.95,6.9,4.19,6969.254115285776
3777,1.09,Premium,H,SI2,62.0,57.0,6.61,6.55,4.08,4145.798613416236
3778,0.44,Very Good,D,VS2,62.8,58.0,4.79,4.86,3.03,1298.568712776841
3779,0.3,Good,F,SI2,63.4,56.0,4.26,4.29,2.71,408.28177253716825
3780,0.29,Premium,F,SI1,62.4,58.0,4.24,4.26,2.65,478.4685528215396
3781,0.31,Premium,F,VS2,58.3,61.0,4.48,4.44,2.6,622.3230459943942
3782,1.11,Ideal,H,SI2,62.6,56.0,6.58,6.65,4.14,4376.640352994077
3783,1.04,Ideal,G,VS2,61.4,57.0,6.53,6.5,4.0,5837.152044588406
3784,0.36,Ideal,F,VS2,60.9,57.0,4.61,4.58,2.8,847.114438399914
3785,1.07,Premium,D,SI1,60.2,55.0,6.68,6.64,4.01,6117.117228092526
3786,1.02,Very Good,J,SI2,63.1,58.0,6.38,6.34,4.01,2755.265002379156
3787,0.41,Ideal,H,VVS1,61.4,56.0,4.77,4.8,2.94,1218.9632703225902
3788,0.76,Very Good,H,SI1,61.4,57.0,5.89,5.94,3.63,2433.6867874809905
3789,0.72,Ideal,E,SI1,62.0,57.0,5.7,5.75,3.55,2777.644434298643
3790,1.33,Premium,H,VS2,60.7,59.0,7.08,7.13,4.31,8304.829818876366
3791,0.37,Ideal,F,VS2,61.7,55.0,4.61,4.73,2.88,891.677856174525
3792,0.4,Good,F,I1,63.3,60.4,4.64,4.68,2.95,451.45189569226545
3793,0.7,Premium,J,VS1,62.0,58.0,5.68,5.74,3.54,2032.7152869896283
3794,2.02,Premium,E,SI2,60.4,57.0,8.21,8.18,4.95,16533.50199557122
3795,0.31,Ideal,G,IF,61.2,55.0,4.4,4.42,2.7,869.4787551602287
3796,1.02,Premium,H,SI1,60.5,60.0,6.58,6.51,3.96,4342.283390482928
3797,0.31,Ideal,D,SI1,61.5,56.0,4.35,4.33,2.67,608.4885969365947
3798,2.04,Premium,H,SI1,62.2,60.0,8.07,8.0,5.0,16165.885814337013
3799,1.97,Very Good,H,VS2,62.9,59.0,7.9,8.01,5.0,17119.235216497513
3800,0.54,Ideal,F,VS2,61.4,57.0,5.2,5.25,3.21,1803.4410565086207
3801,1.13,Premium,H,SI2,61.1,59.0,6.73,6.65,4.09,4447.688262060863
3802,0.38,Very Good,E,SI2,61.6,57.0,4.61,4.65,2.85,680.7510286758064
3803,0.7,Very Good,F,SI1,62.4,56.0,5.64,5.7,3.54,2429.7317509605386
3804,1.6,Premium,I,SI1,62.1,58.0,7.51,7.47,4.65,8998.731736091935
3805,1.0,Good,G,SI1,62.2,65.0,6.28,6.22,3.89,4273.771492566544
3806,0.32,Ideal,E,VS2,62.6,53.0,4.38,4.37,2.74,710.534753058315
3807,0.3,Ideal,E,VS2,62.5,56.0,4.3,4.28,2.68,630.4830115216796
3808,1.0,Ideal,F,SI1,62.7,57.0,6.44,6.38,4.02,4989.582969983915
3809,0.72,Ideal,I,VVS2,62.2,54.0,5.73,5.78,3.58,2875.235985811285
3810,0.42,Very Good,E,VS1,62.8,57.8,4.8,4.83,3.03,1215.1626815484774
3811,0.9,Very Good,I,SI1,61.8,58.0,6.2,6.26,3.85,2957.1349129848845
3812,0.7,Good,E,SI1,63.6,62.0,5.57,5.6,3.55,2427.4789098235237
3813,1.06,Ideal,I,SI1,61.8,55.0,6.54,6.57,4.04,4202.014411959296
3814,0.52,Ideal,G,VVS1,60.7,55.0,5.19,5.29,3.18,2081.791128196505
3815,0.43,Premium,H,VS1,60.0,59.0,4.86,4.98,2.95,1053.378520324698
3816,0.31,Ideal,E,SI1,60.1,57.0,4.36,4.39,2.63,572.2217823840359
3817,1.0,Fair,E,SI1,57.4,61.0,6.53,6.63,3.78,4464.394824755721
3818,1.09,Ideal,F,SI1,62.0,56.0,6.61,6.59,4.09,5866.5372539186465
3819,1.18,Very Good,E,I1,62.5,58.0,6.62,6.75,4.18,3709.601115138849
3820,1.11,Ideal,I,SI1,61.4,60.0,6.61,6.65,4.07,4576.9997111490475
3821,0.31,Very Good,F,VS1,60.9,56.0,4.37,4.38,2.66,660.0495166240086
3822,1.27,Premium,I,VS1,59.5,61.0,7.08,7.04,4.2,7263.938570840867
3823,0.3,Premium,F,VS2,62.2,60.0,4.27,4.22,2.64,590.1000623853867
3824,0.85,Ideal,E,VS1,63.0,57.0,6.08,5.99,3.8,4755.142025852583
3825,0.28,Very Good,G,VS2,62.0,56.0,4.16,4.19,2.59,477.0375877489669
3826,0.32,Ideal,H,SI1,61.2,56.0,4.43,4.46,2.72,501.9069127647474
3827,1.71,Good,I,VS1,63.7,58.0,7.58,7.54,4.81,11943.145803595826
3828,1.06,Premium,H,VS2,62.6,58.0,6.54,6.49,4.08,5388.923252988719
3829,0.33,Very Good,H,VVS2,61.9,56.0,4.44,4.47,2.76,725.7049513263768
3830,0.75,Very Good,D,VVS2,59.4,59.0,5.88,5.94,3.51,4330.657194403655
3831,1.01,Very Good,H,VS2,61.2,57.0,6.49,6.41,3.95,4840.78034326778
3832,0.36,Ideal,I,VS1,60.5,57.0,4.56,4.59,2.77,684.6504089188745
3833,0.32,Premium,G,VS1,60.6,60.0,4.4,4.44,2.68,666.299525048509
3834,0.91,Ideal,F,SI2,62.2,56.0,6.17,6.14,3.83,3516.68729870611
3835,0.39,Ideal,E,VS1,62.3,54.4,4.66,4.69,2.91,1100.212129514788
3836,1.3,Premium,H,SI2,60.4,61.0,7.09,7.04,4.27,5821.817113952306
3837,1.18,Ideal,E,I1,61.6,56.0,6.82,6.79,4.19,3910.595103663823
3838,1.7,Very Good,F,VS2,60.8,60.0,7.65,7.68,4.66,15243.928219974032
3839,0.56,Very Good,E,VVS2,60.3,57.0,5.33,5.37,3.23,2364.66974349907
3840,0.24,Ideal,I,VS1,62.0,56.0,4.0,4.01,2.48,324.7072068632604
3841,2.15,Premium,G,SI2,58.9,58.0,8.46,8.41,4.97,16925.19551827051
3842,1.17,Very Good,H,SI1,59.6,62.0,6.88,6.82,4.08,5535.7222111435285
3843,0.31,Premium,H,SI2,59.5,59.0,4.39,4.45,2.63,388.1973107425949
3844,1.71,Premium,J,SI1,62.9,58.0,7.64,7.58,4.79,8881.609767856087
3845,0.42,Ideal,G,VS1,61.9,56.0,4.77,4.82,2.97,1135.448793586549
3846,1.02,Very Good,D,VS2,63.7,55.0,6.42,6.45,4.1,6322.198293480806
3847,1.2,Very Good,E,VS2,60.7,59.0,6.79,6.86,4.14,8132.593086381926
3848,1.01,Ideal,E,VS2,62.5,54.0,6.39,6.42,4.0,6110.3223820290295
3849,0.32,Ideal,G,SI2,62.2,53.0,4.4,4.44,2.75,466.4122876238562
3850,0.5,Premium,E,VS2,60.5,60.0,5.09,5.13,3.09,1583.920165492149
3851,1.23,Good,D,I1,63.7,58.0,6.79,6.72,4.3,4101.760343967178
3852,1.8,Premium,I,SI2,61.8,59.0,7.9,7.8,4.85,9594.813142395611
3853,1.51,Ideal,H,VS2,62.5,56.0,7.37,7.33,4.57,10824.287718579946
3854,0.54,Ideal,H,VS1,61.6,59.0,5.22,5.24,3.22,1659.4465766007997
3855,0.3,Ideal,G,VVS2,62.7,57.0,4.32,4.26,2.69,697.5138581871348
3856,1.68,Ideal,G,VS2,62.5,54.0,7.61,7.64,4.76,14519.7857631384
3857,0.77,Ideal,D,VS2,61.3,56.0,5.87,5.9,3.61,3870.6102435248517
3858,1.1,Premium,F,SI1,59.5,59.0,6.7,6.77,4.01,5841.928574480218
3859,0.76,Very Good,G,VS2,61.1,57.0,5.84,5.95,3.6,3082.261536042427
3860,1.02,Very Good,I,SI2,62.8,56.0,6.42,6.38,4.02,3167.5395258617395
3861,1.25,Ideal,F,VVS1,62.2,56.0,6.89,6.93,4.3,11642.317108077998
3862,0.33,Premium,I,VS1,61.1,59.0,4.44,4.47,2.72,570.198708611851
3863,0.5,Ideal,H,SI1,62.2,53.0,5.06,5.14,3.17,1153.1656114492755
3864,0.28,Very Good,F,VVS2,61.6,56.0,4.2,4.23,2.59,624.4992246893823
3865,0.31,Very Good,H,VVS2,62.6,56.0,4.33,4.36,2.72,647.2514168404836
3866,0.51,Premium,D,VS2,61.9,62.0,5.12,5.09,3.16,1745.4983299080816
3867,1.55,Ideal,E,VVS2,62.5,55.0,7.38,7.4,4.62,16921.812622277503
3868,0.43,Ideal,G,SI1,62.6,56.0,4.79,4.82,3.01,953.5540482128979
3869,0.77,Very Good,H,VS1,62.2,57.0,5.81,5.86,3.63,3094.3662884833234
3870,0.9,Good,F,SI2,64.2,62.0,6.0,6.08,3.88,3157.4355750735526
3871,1.71,Ideal,J,VS1,62.1,55.0,7.73,7.65,4.78,11399.868739747368
3872,1.0,Good,D,SI1,57.6,62.0,6.62,6.5,3.78,5091.20620370983
3873,0.52,Very Good,E,SI1,62.8,57.0,5.09,5.13,3.21,1448.1755880805745
3874,0.31,Ideal,H,VS2,61.9,55.0,4.38,4.35,2.7,550.3690426157165
3875,0.33,Premium,G,VS2,61.3,59.0,4.46,4.44,2.73,659.4076865628368
3876,1.51,Fair,E,VS2,65.0,58.0,7.06,7.12,4.61,11124.224570922115
3877,0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7,3641.2231823584507
3878,1.04,Good,J,SI1,64.2,58.0,6.42,6.34,4.1,3250.6756326884824
3879,1.5,Premium,E,VS2,61.8,59.0,7.38,7.31,4.54,12724.852009266135
3880,2.02,Very Good,H,VS2,62.7,58.0,7.96,8.01,5.01,17968.9794503822
3881,0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19,1695.439669218525
3882,0.34,Good,E,SI1,63.5,55.0,4.44,4.47,2.83,633.4526303624726
3883,1.04,Ideal,G,VS2,61.9,54.0,6.53,6.56,4.05,5838.0607741093845
3884,1.54,Premium,I,SI1,61.8,57.0,7.43,7.37,4.57,8373.88387251527
